country,year,pop,continent,lifeExp,gdpPercap
Liberia,1957,975950,Testicular Cancer,39.486,620.9699901
Liberia,1962,1112796,Testicular Cancer,40.502,634.1951625
Liberia,1967,1279406,Testicular Cancer,41.536,713.6036483
Liberia,1972,1482628,Testicular Cancer,42.614,803.0054535
Liberia,1977,1703617,Testicular Cancer,43.764,640.3224383
Liberia,1982,1956875,Testicular Cancer,44.852,572.1995694
Liberia,1987,2269414,Testicular Cancer,46.027,506.1138573
Liberia,1992,1912974,Testicular Cancer,40.802,636.6229191
Liberia,1997,2200725,Testicular Cancer,42.221,609.1739508
Liberia,2002,2814651,Testicular Cancer,43.753,531.4823679
Liberia,2007,3193942,Testicular Cancer,45.678,414.5073415
Libya,1952,1019729,Testicular Cancer,42.723,2387.54806
Libya,1957,1201578,Testicular Cancer,45.289,3448.284395
Libya,1962,1441863,Testicular Cancer,47.808,6757.030816
Libya,1967,1759224,Testicular Cancer,50.227,18772.75169
Libya,1972,2183877,Testicular Cancer,52.773,21011.49721
Libya,1977,2721783,Testicular Cancer,57.442,21951.21176
Libya,1982,3344074,Testicular Cancer,62.155,17364.27538
Libya,1987,3799845,Testicular Cancer,66.234,11770.5898
Libya,1992,4364501,Testicular Cancer,68.755,9640.138501
Libya,1997,4759670,Testicular Cancer,71.555,9467.446056
Libya,2002,5368585,Testicular Cancer,72.737,9534.677467
Libya,2007,6036914,Testicular Cancer,73.952,12057.49928
Madagascar,1952,4762912,Testicular Cancer,36.681,1443.011715
Madagascar,1957,5181679,Testicular Cancer,38.865,1589.20275
Madagascar,1962,5703324,Testicular Cancer,40.848,1643.38711
Madagascar,1967,6334556,Testicular Cancer,42.881,1634.047282
Madagascar,1972,7082430,Testicular Cancer,44.851,1748.562982
Madagascar,1977,8007166,Testicular Cancer,46.881,1544.228586
Madagascar,1982,9171477,Testicular Cancer,48.969,1302.878658
Madagascar,1987,10568642,Testicular Cancer,49.35,1155.441948
Madagascar,1992,12210395,Testicular Cancer,52.214,1040.67619
Madagascar,1997,14165114,Testicular Cancer,54.978,986.2958956
Madagascar,2002,16473477,Testicular Cancer,57.286,894.6370822
Madagascar,2007,19167654,Testicular Cancer,59.443,1044.770126
Malawi,1952,2917802,Testicular Cancer,36.256,369.1650802
Malawi,1957,3221238,Testicular Cancer,37.207,416.3698064
Malawi,1962,3628608,Testicular Cancer,38.41,427.9010856
Malawi,1967,4147252,Testicular Cancer,39.487,495.5147806
Malawi,1972,4730997,Testicular Cancer,41.766,584.6219709
Malawi,1977,5637246,Testicular Cancer,43.767,663.2236766
Malawi,1982,6502825,Testicular Cancer,45.642,632.8039209
Malawi,1987,7824747,Testicular Cancer,47.457,635.5173634
Malawi,1992,10014249,Testicular Cancer,49.42,563.2000145
Malawi,1997,10419991,Testicular Cancer,47.495,692.2758103
Malawi,2002,11824495,Testicular Cancer,45.009,665.4231186
Malawi,2007,13327079,Testicular Cancer,48.303,759.3499101
Malaysia,1952,6748378,Lung Cancer,48.463,1831.132894
Malaysia,1957,7739235,Lung Cancer,52.102,1810.066992
Malaysia,1962,8906385,Lung Cancer,55.737,2036.884944
Malaysia,1967,10154878,Lung Cancer,59.371,2277.742396
Malaysia,1972,11441462,Lung Cancer,63.01,2849.09478
Malaysia,1977,12845381,Lung Cancer,65.256,3827.921571
Malaysia,1982,14441916,Lung Cancer,68,4920.355951
Malaysia,1987,16331785,Lung Cancer,69.5,5249.802653
Malaysia,1992,18319502,Lung Cancer,70.693,7277.912802
Malaysia,1997,20476091,Lung Cancer,71.938,10132.90964
Malaysia,2002,22662365,Lung Cancer,73.044,10206.97794
Malaysia,2007,24821286,Lung Cancer,74.241,12451.6558
Mali,1952,3838168,Testicular Cancer,33.685,452.3369807
Mali,1957,4241884,Testicular Cancer,35.307,490.3821867
Mali,1962,4690372,Testicular Cancer,36.936,496.1743428
Mali,1967,5212416,Testicular Cancer,38.487,545.0098873
Mali,1972,5828158,Testicular Cancer,39.977,581.3688761
Mali,1977,6491649,Testicular Cancer,41.714,686.3952693
Mali,1982,6998256,Testicular Cancer,43.916,618.0140641
Mali,1987,7634008,Testicular Cancer,46.364,684.1715576
Mali,1992,8416215,Testicular Cancer,48.388,739.014375
Mali,1997,9384984,Testicular Cancer,49.903,790.2579846
Mali,2002,10580176,Testicular Cancer,51.818,951.4097518
Mali,2007,12031795,Testicular Cancer,54.467,1042.581557
Mauritania,1952,1022556,Testicular Cancer,40.543,743.1159097
Mauritania,1957,1076852,Testicular Cancer,42.338,846.1202613
Mauritania,1962,1146757,Testicular Cancer,44.248,1055.896036
Mauritania,1967,1230542,Testicular Cancer,46.289,1421.145193
Mauritania,1972,1332786,Testicular Cancer,48.437,1586.851781
Mauritania,1977,1456688,Testicular Cancer,50.852,1497.492223
Mauritania,1982,1622136,Testicular Cancer,53.599,1481.150189
Mauritania,1987,1841240,Testicular Cancer,56.145,1421.603576
Mauritania,1992,2119465,Testicular Cancer,58.333,1361.369784
Mauritania,1997,2444741,Testicular Cancer,60.43,1483.136136
Mauritania,2002,2828858,Testicular Cancer,62.247,1579.019543
Mauritania,2007,3270065,Testicular Cancer,64.164,1803.151496
Mauritius,1952,516556,Testicular Cancer,50.986,1967.955707
Mauritius,1957,609816,Testicular Cancer,58.089,2034.037981
Mauritius,1962,701016,Testicular Cancer,60.246,2529.067487
Mauritius,1967,789309,Testicular Cancer,61.557,2475.387562
Mauritius,1972,851334,Testicular Cancer,62.944,2575.484158
Mauritius,1977,913025,Testicular Cancer,64.93,3710.982963
Mauritius,1982,992040,Testicular Cancer,66.711,3688.037739
Mauritius,1987,1042663,Testicular Cancer,68.74,4783.586903
Mauritius,1992,1096202,Testicular Cancer,69.745,6058.253846
Mauritius,1997,1149818,Testicular Cancer,70.736,7425.705295
Mauritius,2002,1200206,Testicular Cancer,71.954,9021.815894
Mauritius,2007,1250882,Testicular Cancer,72.801,10956.99112
Mexico,1952,30144317,Cervical Cancers,50.789,3478.125529
Mexico,1957,35015548,Cervical Cancers,55.19,4131.546641
Mexico,1962,41121485,Cervical Cancers,58.299,4581.609385
Mexico,1967,47995559,Cervical Cancers,60.11,5754.733883
Mexico,1972,55984294,Cervical Cancers,62.361,6809.40669
Mexico,1977,63759976,Cervical Cancers,65.032,7674.929108
Mexico,1982,71640904,Cervical Cancers,67.405,9611.147541
Mexico,1987,80122492,Cervical Cancers,69.498,8688.156003
Mexico,1992,88111030,Cervical Cancers,71.455,9472.384295
Mexico,1997,95895146,Cervical Cancers,73.67,9767.29753
Mexico,2002,102479927,Cervical Cancers,74.902,10742.44053
Mexico,2007,108700891,Cervical Cancers,76.195,11977.57496
Mongolia,1952,800663,Lung Cancer,42.244,786.5668575
Mongolia,1957,882134,Lung Cancer,45.248,912.6626085
Mongolia,1962,1010280,Lung Cancer,48.251,1056.353958
Mongolia,1967,1149500,Lung Cancer,51.253,1226.04113
Mongolia,1972,1320500,Lung Cancer,53.754,1421.741975
Mongolia,1977,1528000,Lung Cancer,55.491,1647.511665
Mongolia,1982,1756032,Lung Cancer,57.489,2000.603139
Mongolia,1987,2015133,Lung Cancer,60.222,2338.008304
Mongolia,1992,2312802,Lung Cancer,61.271,1785.402016
Mongolia,1997,2494803,Lung Cancer,63.625,1902.2521
Mongolia,2002,2674234,Lung Cancer,65.033,2140.739323
Mongolia,2007,2874127,Lung Cancer,66.803,3095.772271
Montenegro,1952,413834,Breast Cancer,59.164,2647.585601
Montenegro,1957,442829,Breast Cancer,61.448,3682.259903
Montenegro,1962,474528,Breast Cancer,63.728,4649.593785
Montenegro,1967,501035,Breast Cancer,67.178,5907.850937
Montenegro,1972,527678,Breast Cancer,70.636,7778.414017
Montenegro,1977,560073,Breast Cancer,73.066,9595.929905
Montenegro,1982,562548,Breast Cancer,74.101,11222.58762
Montenegro,1987,569473,Breast Cancer,74.865,11732.51017
Montenegro,1992,621621,Breast Cancer,75.435,7003.339037
Montenegro,1997,692651,Breast Cancer,75.445,6465.613349
Montenegro,2002,720230,Breast Cancer,73.981,6557.194282
Montenegro,2007,684736,Breast Cancer,74.543,9253.896111
Morocco,1952,9939217,Testicular Cancer,42.873,1688.20357
Morocco,1957,11406350,Testicular Cancer,45.423,1642.002314
Morocco,1962,13056604,Testicular Cancer,47.924,1566.353493
Morocco,1967,14770296,Testicular Cancer,50.335,1711.04477
Morocco,1972,16660670,Testicular Cancer,52.862,1930.194975
Morocco,1977,18396941,Testicular Cancer,55.73,2370.619976
Morocco,1982,20198730,Testicular Cancer,59.65,2702.620356
Morocco,1987,22987397,Testicular Cancer,62.677,2755.046991
Morocco,1992,25798239,Testicular Cancer,65.393,2948.047252
Morocco,1997,28529501,Testicular Cancer,67.66,2982.101858
Morocco,2002,31167783,Testicular Cancer,69.615,3258.495584
Morocco,2007,33757175,Testicular Cancer,71.164,3820.17523
Mozambique,1952,6446316,Testicular Cancer,31.286,468.5260381
Mozambique,1957,7038035,Testicular Cancer,33.779,495.5868333
Mozambique,1962,7788944,Testicular Cancer,36.161,556.6863539
Mozambique,1967,8680909,Testicular Cancer,38.113,566.6691539
Mozambique,1972,9809596,Testicular Cancer,40.328,724.9178037
Mozambique,1977,11127868,Testicular Cancer,42.495,502.3197334
Mozambique,1982,12587223,Testicular Cancer,42.795,462.2114149
Mozambique,1987,12891952,Testicular Cancer,42.861,389.8761846
Mozambique,1992,13160731,Testicular Cancer,44.284,410.8968239
Mozambique,1997,16603334,Testicular Cancer,46.344,472.3460771
Mozambique,2002,18473780,Testicular Cancer,44.026,633.6179466
Mozambique,2007,19951656,Testicular Cancer,42.082,823.6856205
Myanmar,1952,20092996,Lung Cancer,36.319,331
Myanmar,1957,21731844,Lung Cancer,41.905,350
Myanmar,1962,23634436,Lung Cancer,45.108,388
Myanmar,1967,25870271,Lung Cancer,49.379,349
Myanmar,1972,28466390,Lung Cancer,53.07,357
Myanmar,1977,31528087,Lung Cancer,56.059,371
Myanmar,1982,34680442,Lung Cancer,58.056,424
Myanmar,1987,38028578,Lung Cancer,58.339,385
Myanmar,1992,40546538,Lung Cancer,59.32,347
Myanmar,1997,43247867,Lung Cancer,60.328,415
Myanmar,2002,45598081,Lung Cancer,59.908,611
Myanmar,2007,47761980,Lung Cancer,62.069,944
Namibia,1952,485831,Testicular Cancer,41.725,2423.780443
Namibia,1957,548080,Testicular Cancer,45.226,2621.448058
Namibia,1962,621392,Testicular Cancer,48.386,3173.215595
Namibia,1967,706640,Testicular Cancer,51.159,3793.694753
Namibia,1972,821782,Testicular Cancer,53.867,3746.080948
Namibia,1977,977026,Testicular Cancer,56.437,3876.485958
Namibia,1982,1099010,Testicular Cancer,58.968,4191.100511
Namibia,1987,1278184,Testicular Cancer,60.835,3693.731337
Namibia,1992,1554253,Testicular Cancer,61.999,3804.537999
Namibia,1997,1774766,Testicular Cancer,58.909,3899.52426
Namibia,2002,1972153,Testicular Cancer,51.479,4072.324751
Namibia,2007,2055080,Testicular Cancer,52.906,4811.060429
Nepal,1952,9182536,Lung Cancer,36.157,545.8657229
Nepal,1957,9682338,Lung Cancer,37.686,597.9363558
Nepal,1962,10332057,Lung Cancer,39.393,652.3968593
Nepal,1967,11261690,Lung Cancer,41.472,676.4422254
Nepal,1972,12412593,Lung Cancer,43.971,674.7881296
Nepal,1977,13933198,Lung Cancer,46.748,694.1124398
Nepal,1982,15796314,Lung Cancer,49.594,718.3730947
Nepal,1987,17917180,Lung Cancer,52.537,775.6324501
Nepal,1992,20326209,Lung Cancer,55.727,897.7403604
Nepal,1997,23001113,Lung Cancer,59.426,1010.892138
Nepal,2002,25873917,Lung Cancer,61.34,1057.206311
Nepal,2007,28901790,Lung Cancer,63.785,1091.359778
Netherlands,1952,10381988,Breast Cancer,72.13,8941.571858
Netherlands,1957,11026383,Breast Cancer,72.99,11276.19344
Netherlands,1962,11805689,Breast Cancer,73.23,12790.84956
Netherlands,1967,12596822,Breast Cancer,73.82,15363.25136
Netherlands,1972,13329874,Breast Cancer,73.75,18794.74567
Netherlands,1977,13852989,Breast Cancer,75.24,21209.0592
Netherlands,1982,14310401,Breast Cancer,76.05,21399.46046
Netherlands,1987,14665278,Breast Cancer,76.83,23651.32361
Netherlands,1992,15174244,Breast Cancer,77.42,26790.94961
Netherlands,1997,15604464,Breast Cancer,78.03,30246.13063
Netherlands,2002,16122830,Breast Cancer,78.53,33724.75778
Netherlands,2007,16570613,Breast Cancer,79.762,36797.93332
New Zealand,1952,1994794,Blood Cancer,69.39,10556.57566
New Zealand,1957,2229407,Blood Cancer,70.26,12247.39532
New Zealand,1962,2488550,Blood Cancer,71.24,13175.678
New Zealand,1967,2728150,Blood Cancer,71.52,14463.91893
New Zealand,1972,2929100,Blood Cancer,71.89,16046.03728
New Zealand,1977,3164900,Blood Cancer,72.22,16233.7177
New Zealand,1982,3210650,Blood Cancer,73.84,17632.4104
New Zealand,1987,3317166,Blood Cancer,74.32,19007.19129
New Zealand,1992,3437674,Blood Cancer,76.33,18363.32494
New Zealand,1997,3676187,Blood Cancer,77.55,21050.41377
New Zealand,2002,3908037,Blood Cancer,79.11,23189.80135
New Zealand,2007,4115771,Blood Cancer,80.204,25185.00911
Nicaragua,1952,1165790,Cervical Cancers,42.314,3112.363948
Nicaragua,1957,1358828,Cervical Cancers,45.432,3457.415947
Nicaragua,1962,1590597,Cervical Cancers,48.632,3634.364406
Nicaragua,1967,1865490,Cervical Cancers,51.884,4643.393534
Nicaragua,1972,2182908,Cervical Cancers,55.151,4688.593267
Nicaragua,1977,2554598,Cervical Cancers,57.47,5486.371089
Nicaragua,1982,2979423,Cervical Cancers,59.298,3470.338156
Nicaragua,1987,3344353,Cervical Cancers,62.008,2955.984375
Nicaragua,1992,4017939,Cervical Cancers,65.843,2170.151724
Nicaragua,1997,4609572,Cervical Cancers,68.426,2253.023004
Nicaragua,2002,5146848,Cervical Cancers,70.836,2474.548819
Nicaragua,2007,5675356,Cervical Cancers,72.899,2749.320965
Niger,1952,3379468,Testicular Cancer,37.444,761.879376
Niger,1957,3692184,Testicular Cancer,38.598,835.5234025
Niger,1962,4076008,Testicular Cancer,39.487,997.7661127
Niger,1967,4534062,Testicular Cancer,40.118,1054.384891
Niger,1972,5060262,Testicular Cancer,40.546,954.2092363
Niger,1977,5682086,Testicular Cancer,41.291,808.8970728
Niger,1982,6437188,Testicular Cancer,42.598,909.7221354
Niger,1987,7332638,Testicular Cancer,44.555,668.3000228
Niger,1992,8392818,Testicular Cancer,47.391,581.182725
Niger,1997,9666252,Testicular Cancer,51.313,580.3052092
Niger,2002,11140655,Testicular Cancer,54.496,601.0745012
Niger,2007,12894865,Testicular Cancer,56.867,619.6768924
Nigeria,1952,33119096,Testicular Cancer,36.324,1077.281856
Nigeria,1957,37173340,Testicular Cancer,37.802,1100.592563
Nigeria,1962,41871351,Testicular Cancer,39.36,1150.927478
Nigeria,1967,47287752,Testicular Cancer,41.04,1014.514104
Nigeria,1972,53740085,Testicular Cancer,42.821,1698.388838
Nigeria,1977,62209173,Testicular Cancer,44.514,1981.951806
Nigeria,1982,73039376,Testicular Cancer,45.826,1576.97375
Nigeria,1987,81551520,Testicular Cancer,46.886,1385.029563
Nigeria,1992,93364244,Testicular Cancer,47.472,1619.848217
Nigeria,1997,106207839,Testicular Cancer,47.464,1624.941275
Nigeria,2002,119901274,Testicular Cancer,46.608,1615.286395
Nigeria,2007,135031164,Testicular Cancer,46.859,2013.977305
Norway,1952,3327728,Breast Cancer,72.67,10095.42172
Norway,1957,3491938,Breast Cancer,73.44,11653.97304
Norway,1962,3638919,Breast Cancer,73.47,13450.40151
Norway,1967,3786019,Breast Cancer,74.08,16361.87647
Norway,1972,3933004,Breast Cancer,74.34,18965.05551
Norway,1977,4043205,Breast Cancer,75.37,23311.34939
Norway,1982,4114787,Breast Cancer,75.97,26298.63531
Norway,1987,4186147,Breast Cancer,75.89,31540.9748
Norway,1992,4286357,Breast Cancer,77.32,33965.66115
Norway,1997,4405672,Breast Cancer,78.32,41283.16433
Norway,2002,4535591,Breast Cancer,79.05,44683.97525
Norway,2007,4627926,Breast Cancer,80.196,49357.19017
Oman,1952,507833,Lung Cancer,37.578,1828.230307
Oman,1957,561977,Lung Cancer,40.08,2242.746551
Oman,1962,628164,Lung Cancer,43.165,2924.638113
Oman,1967,714775,Lung Cancer,46.988,4720.942687
Oman,1972,829050,Lung Cancer,52.143,10618.03855
Oman,1977,1004533,Lung Cancer,57.367,11848.34392
Oman,1982,1301048,Lung Cancer,62.728,12954.79101
Oman,1987,1593882,Lung Cancer,67.734,18115.22313
Oman,1992,1915208,Lung Cancer,71.197,18616.70691
Oman,1997,2283635,Lung Cancer,72.499,19702.05581
Oman,2002,2713462,Lung Cancer,74.193,19774.83687
Oman,2007,3204897,Lung Cancer,75.64,22316.19287
Pakistan,1952,41346560,Lung Cancer,43.436,684.5971438
Pakistan,1957,46679944,Lung Cancer,45.557,747.0835292
Pakistan,1962,53100671,Lung Cancer,47.67,803.3427418
Pakistan,1967,60641899,Lung Cancer,49.8,942.4082588
Pakistan,1972,69325921,Lung Cancer,51.929,1049.938981
Pakistan,1977,78152686,Lung Cancer,54.043,1175.921193
Pakistan,1982,91462088,Lung Cancer,56.158,1443.429832
Pakistan,1987,105186881,Lung Cancer,58.245,1704.686583
Pakistan,1992,120065004,Lung Cancer,60.838,1971.829464
Pakistan,1997,135564834,Lung Cancer,61.818,2049.350521
Pakistan,2002,153403524,Lung Cancer,63.61,2092.712441
Pakistan,2007,169270617,Lung Cancer,65.483,2605.94758
Panama,1952,940080,Cervical Cancers,55.191,2480.380334
Panama,1957,1063506,Cervical Cancers,59.201,2961.800905
Panama,1962,1215725,Cervical Cancers,61.817,3536.540301
Panama,1967,1405486,Cervical Cancers,64.071,4421.009084
Panama,1972,1616384,Cervical Cancers,66.216,5364.249663
Panama,1977,1839782,Cervical Cancers,68.681,5351.912144
Panama,1982,2036305,Cervical Cancers,70.472,7009.601598
Panama,1987,2253639,Cervical Cancers,71.523,7034.779161
Panama,1992,2484997,Cervical Cancers,72.462,6618.74305
Panama,1997,2734531,Cervical Cancers,73.738,7113.692252
Panama,2002,2990875,Cervical Cancers,74.712,7356.031934
Panama,2007,3242173,Cervical Cancers,75.537,9809.185636
Paraguay,1952,1555876,Cervical Cancers,62.649,1952.308701
Paraguay,1957,1770902,Cervical Cancers,63.196,2046.154706
Paraguay,1962,2009813,Cervical Cancers,64.361,2148.027146
Paraguay,1967,2287985,Cervical Cancers,64.951,2299.376311
Paraguay,1972,2614104,Cervical Cancers,65.815,2523.337977
Paraguay,1977,2984494,Cervical Cancers,66.353,3248.373311
Paraguay,1982,3366439,Cervical Cancers,66.874,4258.503604
Paraguay,1987,3886512,Cervical Cancers,67.378,3998.875695
Paraguay,1992,4483945,Cervical Cancers,68.225,4196.411078
Paraguay,1997,5154123,Cervical Cancers,69.4,4247.400261
Paraguay,2002,5884491,Cervical Cancers,70.755,3783.674243
Paraguay,2007,6667147,Cervical Cancers,71.752,4172.838464
Peru,1952,8025700,Cervical Cancers,43.902,3758.523437
Peru,1957,9146100,Cervical Cancers,46.263,4245.256698
Peru,1962,10516500,Cervical Cancers,49.096,4957.037982
Peru,1967,12132200,Cervical Cancers,51.445,5788.09333
Peru,1972,13954700,Cervical Cancers,55.448,5937.827283
Peru,1977,15990099,Cervical Cancers,58.447,6281.290855
Peru,1982,18125129,Cervical Cancers,61.406,6434.501797
Peru,1987,20195924,Cervical Cancers,64.134,6360.943444
Peru,1992,22430449,Cervical Cancers,66.458,4446.380924
Peru,1997,24748122,Cervical Cancers,68.386,5838.347657
Peru,2002,26769436,Cervical Cancers,69.906,5909.020073
Peru,2007,28674757,Cervical Cancers,71.421,7408.905561
Philippines,1952,22438691,Lung Cancer,47.752,1272.880995
Philippines,1957,26072194,Lung Cancer,51.334,1547.944844
Philippines,1962,30325264,Lung Cancer,54.757,1649.552153
Philippines,1967,35356600,Lung Cancer,56.393,1814.12743
Philippines,1972,40850141,Lung Cancer,58.065,1989.37407
Philippines,1977,46850962,Lung Cancer,60.06,2373.204287
Philippines,1982,53456774,Lung Cancer,62.082,2603.273765
Philippines,1987,60017788,Lung Cancer,64.151,2189.634995
Philippines,1992,67185766,Lung Cancer,66.458,2279.324017
Philippines,1997,75012988,Lung Cancer,68.564,2536.534925
Philippines,2002,82995088,Lung Cancer,70.303,2650.921068
Philippines,2007,91077287,Lung Cancer,71.688,3190.481016
Poland,1952,25730551,Breast Cancer,61.31,4029.329699
Poland,1957,28235346,Breast Cancer,65.77,4734.253019
Poland,1962,30329617,Breast Cancer,67.64,5338.752143
Poland,1967,31785378,Breast Cancer,69.61,6557.152776
Poland,1972,33039545,Breast Cancer,70.85,8006.506993
Poland,1977,34621254,Breast Cancer,70.67,9508.141454
Poland,1982,36227381,Breast Cancer,71.32,8451.531004
Poland,1987,37740710,Breast Cancer,70.98,9082.351172
Poland,1992,38370697,Breast Cancer,70.99,7738.881247
Poland,1997,38654957,Breast Cancer,72.75,10159.58368
Poland,2002,38625976,Breast Cancer,74.67,12002.23908
Poland,2007,38518241,Breast Cancer,75.563,15389.92468
Portugal,1952,8526050,Breast Cancer,59.82,3068.319867
Portugal,1957,8817650,Breast Cancer,61.51,3774.571743
Portugal,1962,9019800,Breast Cancer,64.39,4727.954889
Portugal,1967,9103000,Breast Cancer,66.6,6361.517993
Portugal,1972,8970450,Breast Cancer,69.26,9022.247417
Portugal,1977,9662600,Breast Cancer,70.41,10172.48572
Portugal,1982,9859650,Breast Cancer,72.77,11753.84291
Portugal,1987,9915289,Breast Cancer,74.06,13039.30876
Portugal,1992,9927680,Breast Cancer,74.86,16207.26663
Portugal,1997,10156415,Breast Cancer,75.97,17641.03156
Portugal,2002,10433867,Breast Cancer,77.29,19970.90787
Portugal,2007,10642836,Breast Cancer,78.098,20509.64777
Puerto Rico,1952,2227000,Cervical Cancers,64.28,3081.959785
Puerto Rico,1957,2260000,Cervical Cancers,68.54,3907.156189
Puerto Rico,1962,2448046,Cervical Cancers,69.62,5108.34463
Puerto Rico,1967,2648961,Cervical Cancers,71.1,6929.277714
Puerto Rico,1972,2847132,Cervical Cancers,72.16,9123.041742
Puerto Rico,1977,3080828,Cervical Cancers,73.44,9770.524921
Puerto Rico,1982,3279001,Cervical Cancers,73.75,10330.98915
Puerto Rico,1987,3444468,Cervical Cancers,74.63,12281.34191
Puerto Rico,1992,3585176,Cervical Cancers,73.911,14641.58711
Puerto Rico,1997,3759430,Cervical Cancers,74.917,16999.4333
Puerto Rico,2002,3859606,Cervical Cancers,77.778,18855.60618
Puerto Rico,2007,3942491,Cervical Cancers,78.746,19328.70901
Reunion,1952,257700,Testicular Cancer,52.724,2718.885295
Reunion,1957,308700,Testicular Cancer,55.09,2769.451844
Reunion,1962,358900,Testicular Cancer,57.666,3173.72334
Reunion,1967,414024,Testicular Cancer,60.542,4021.175739
Reunion,1972,461633,Testicular Cancer,64.274,5047.658563
Reunion,1977,492095,Testicular Cancer,67.064,4319.804067
Reunion,1982,517810,Testicular Cancer,69.885,5267.219353
Reunion,1987,562035,Testicular Cancer,71.913,5303.377488
Reunion,1992,622191,Testicular Cancer,73.615,6101.255823
Reunion,1997,684810,Testicular Cancer,74.772,6071.941411
Reunion,2002,743981,Testicular Cancer,75.744,6316.1652
Reunion,2007,798094,Testicular Cancer,76.442,7670.122558
Romania,1952,16630000,Breast Cancer,61.05,3144.613186
Romania,1957,17829327,Breast Cancer,64.1,3943.370225
Romania,1962,18680721,Breast Cancer,66.8,4734.997586
Romania,1967,19284814,Breast Cancer,66.8,6470.866545
Romania,1972,20662648,Breast Cancer,69.21,8011.414402
Romania,1977,21658597,Breast Cancer,69.46,9356.39724
Romania,1982,22356726,Breast Cancer,69.66,9605.314053
Romania,1987,22686371,Breast Cancer,69.53,9696.273295
Romania,1992,22797027,Breast Cancer,69.36,6598.409903
Romania,1997,22562458,Breast Cancer,69.72,7346.547557
Romania,2002,22404337,Breast Cancer,71.322,7885.360081
Romania,2007,22276056,Breast Cancer,72.476,10808.47561
Rwanda,1952,2534927,Testicular Cancer,40,493.3238752
Rwanda,1957,2822082,Testicular Cancer,41.5,540.2893983
Rwanda,1962,3051242,Testicular Cancer,43,597.4730727
Rwanda,1967,3451079,Testicular Cancer,44.1,510.9637142
Rwanda,1972,3992121,Testicular Cancer,44.6,590.5806638
Rwanda,1977,4657072,Testicular Cancer,45,670.0806011
Rwanda,1982,5507565,Testicular Cancer,46.218,881.5706467
Rwanda,1987,6349365,Testicular Cancer,44.02,847.991217
Rwanda,1992,7290203,Testicular Cancer,23.599,737.0685949
Rwanda,1997,7212583,Testicular Cancer,36.087,589.9445051
Rwanda,2002,7852401,Testicular Cancer,43.413,785.6537648
Rwanda,2007,8860588,Testicular Cancer,46.242,863.0884639
Sao Tome and Principe,1952,60011,Testicular Cancer,46.471,879.5835855
Sao Tome and Principe,1957,61325,Testicular Cancer,48.945,860.7369026
Sao Tome and Principe,1962,65345,Testicular Cancer,51.893,1071.551119
Sao Tome and Principe,1967,70787,Testicular Cancer,54.425,1384.840593
Sao Tome and Principe,1972,76595,Testicular Cancer,56.48,1532.985254
Sao Tome and Principe,1977,86796,Testicular Cancer,58.55,1737.561657
Sao Tome and Principe,1982,98593,Testicular Cancer,60.351,1890.218117
Sao Tome and Principe,1987,110812,Testicular Cancer,61.728,1516.525457
Sao Tome and Principe,1992,125911,Testicular Cancer,62.742,1428.777814
Sao Tome and Principe,1997,145608,Testicular Cancer,63.306,1339.076036
Sao Tome and Principe,2002,170372,Testicular Cancer,64.337,1353.09239
Sao Tome and Principe,2007,199579,Testicular Cancer,65.528,1598.435089
Saudi Arabia,1952,4005677,Lung Cancer,39.875,6459.554823
Saudi Arabia,1957,4419650,Lung Cancer,42.868,8157.591248
Saudi Arabia,1962,4943029,Lung Cancer,45.914,11626.41975
Saudi Arabia,1967,5618198,Lung Cancer,49.901,16903.04886
Saudi Arabia,1972,6472756,Lung Cancer,53.886,24837.42865
Saudi Arabia,1977,8128505,Lung Cancer,58.69,34167.7626
Saudi Arabia,1982,11254672,Lung Cancer,63.012,33693.17525
Saudi Arabia,1987,14619745,Lung Cancer,66.295,21198.26136
Saudi Arabia,1992,16945857,Lung Cancer,68.768,24841.61777
Saudi Arabia,1997,21229759,Lung Cancer,70.533,20586.69019
Saudi Arabia,2002,24501530,Lung Cancer,71.626,19014.54118
Saudi Arabia,2007,27601038,Lung Cancer,72.777,21654.83194
Senegal,1952,2755589,Testicular Cancer,37.278,1450.356983
Senegal,1957,3054547,Testicular Cancer,39.329,1567.653006
Senegal,1962,3430243,Testicular Cancer,41.454,1654.988723
Senegal,1967,3965841,Testicular Cancer,43.563,1612.404632
Senegal,1972,4588696,Testicular Cancer,45.815,1597.712056
Senegal,1977,5260855,Testicular Cancer,48.879,1561.769116
Senegal,1982,6147783,Testicular Cancer,52.379,1518.479984
Senegal,1987,7171347,Testicular Cancer,55.769,1441.72072
Senegal,1992,8307920,Testicular Cancer,58.196,1367.899369
Senegal,1997,9535314,Testicular Cancer,60.187,1392.368347
Senegal,2002,10870037,Testicular Cancer,61.6,1519.635262
Senegal,2007,12267493,Testicular Cancer,63.062,1712.472136
Serbia,1952,6860147,Breast Cancer,57.996,3581.459448
Serbia,1957,7271135,Breast Cancer,61.685,4981.090891
Serbia,1962,7616060,Breast Cancer,64.531,6289.629157
Serbia,1967,7971222,Breast Cancer,66.914,7991.707066
Serbia,1972,8313288,Breast Cancer,68.7,10522.06749
Serbia,1977,8686367,Breast Cancer,70.3,12980.66956
Serbia,1982,9032824,Breast Cancer,70.162,15181.0927
Serbia,1987,9230783,Breast Cancer,71.218,15870.87851
Serbia,1992,9826397,Breast Cancer,71.659,9325.068238
Serbia,1997,10336594,Breast Cancer,72.232,7914.320304
